借据流水号,客户编号,客户名称,业务品种,是否表外,起始日期,到期日期,年利率,放款金额,借据余额,附加担保方式,业务品种大类,逾期天数,五级分类,经办人,业务品种细分,核心企业名称,组织机构证注册地,营业执照证注册地,统一社会信息证注册地,注册地址,利率调整周期,下一结息日,所属部门HR,终结日期,还款金额,ECIF客户号
2024092700000029,2020081900000148,郑州哲辰贸易有限公司,反向保理,表内,2024-09-27,2025-09-22,6.5,121158.4,121158.4,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,,2025-09-22,供应链金融部,,0E-20,320006229942
2025042900000024,2017092100000022,青海宝辉贸易有限公司,反向保理,表内,2025-04-29,2026-04-24,6,125762.88,125762.88,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,青海省西宁市城北区,青海省西宁市城北区,青海省西宁市城北区,青海省西宁市,,2026-04-24,供应链金融部,,0E-20,200000872550
2025031600000003,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-03-16,2026-03-09,6,126934.77,126934.77,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-03-09,供应链金融部,,0E-20,200000882009
2025031900000018,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-03-19,2026-03-13,6,174434.23,174434.23,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-03-13,供应链金融部,,0E-20,200000882009
2024073100000019,2020080400000021,山西众诚鼎盛电子商务有限公司,反向保理,表内,2024-07-31,2026-01-26,6.5,99362.34,99362.34,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山西省太原市阳曲县,山西省太原市阳曲县,山西省太原市阳曲县,山西省太原市阳曲县,,2025-07-26,供应链金融部,,0E-20,320006147466
PJ20250409000009,2020111700000423,上海焱烊实业有限公司,银行承兑汇票,表外,2025-04-09,2025-10-09,100,5000000,5000000,,票据,0,1-正常,周鑫（客户经理）,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310006889913
2025031400000023,2023090400000007,山东泰钰贸易有限公司,反向保理,表内,2025-03-14,2026-03-09,6,400721.99,400721.99,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省济南市历下区,山东省济南市历下区,山东省济南市历下区,山东省济南市历下区,,2026-03-09,供应链金融部,,0E-20,320016213611
2025070400000031,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-07-04,2026-06-29,6,124295.56,124295.56,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-06-29,供应链金融部,,0E-20,200000882009
2025070400000034,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-07-04,2026-06-29,6,124295.56,124295.56,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-06-29,供应链金融部,,0E-20,200000882009
2025060500000024,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-06-05,2026-05-31,6,55812.44,55812.44,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-05-31,供应链金融部,,0E-20,200000882009
PJ20231222000372,2020111700000432,上海研祺科技贸易有限公司,银行承兑汇票,表外,2023-12-22,2024-06-22,100,100000,100000,,票据,0,1-正常,张子龙,,,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,,,2024-06-24,0E-20,310006892133
PJ20250414000002,2021012100000829,上海五锐金属集团有限公司,银行承兑汇票,表外,2025-04-14,2025-10-14,100,10000000,10000000,,票据,0,1-正常,周鑫（客户经理）,,,上海市长宁区,上海市长宁区,上海市长宁区,上海市长宁区,,,,,0E-20,310007661893
2025012100000002,2021021000000444,安徽维尔特仪表线缆有限公司,反向保理,表内,2025-01-21,2026-01-21,5,4453092.15,4453092.15,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,安徽省滁州市天长市,安徽省滁州市天长市,安徽省滁州市天长市,安徽省滁州市天长市,,2026-01-21,公司业务三部,,0E-20,320007801357
2025042900000009,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-04-29,2026-04-23,6,120867.85,120867.85,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-04-23,供应链金融部,,0E-20,200000882009
2024101100000011,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2024-10-11,2025-10-06,6.5,123261.12,123261.12,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2025-10-06,供应链金融部,,0E-20,200000882009
2025031000000005,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-03-10,2026-03-05,6,129364.54,129364.54,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-03-05,供应链金融部,,0E-20,200000882009
2024071800000009,2017102300000004,上海宝合实业股份公司,反向保理,表内,2024-07-18,2026-01-13,6.5,382038.03,382038.03,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,2025-07-13,供应链金融部,,0E-20,200000924521
2024072600000055,2017102300000004,上海宝合实业股份公司,反向保理,表内,2024-07-26,2026-01-21,6.5,117791.88,117791.88,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,2025-07-21,供应链金融部,,0E-20,200000924521
2024072600000050,2017102300000004,上海宝合实业股份公司,反向保理,表内,2024-07-26,2026-01-21,6.5,120406.96,120406.96,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,2025-07-21,供应链金融部,,0E-20,200000924521
2025021300000009,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-02-13,2026-02-08,6.5,118472.61,118472.61,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-02-08,供应链金融部,,0E-20,200000882009
2025042900000010,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-04-29,2026-04-23,6,120444.74,120444.74,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-04-23,供应链金融部,,0E-20,200000882009
2025041800000005,2017092500000028,江阴运昌钢铁贸易有限公司,反向保理,表内,2025-04-18,2026-04-12,6,121513.18,121513.18,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2026-04-12,供应链金融部,,0E-20,200000882009
2024082700000074,2023090400000007,山东泰钰贸易有限公司,反向保理,表内,2024-08-27,2026-02-22,6.5,110415.56,110415.56,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省济南市历下区,山东省济南市历下区,山东省济南市历下区,山东省济南市历下区,,2025-08-22,供应链金融部,,0E-20,320016213611
PJ20250304000033,2023090600000006,上海丽沧国际贸易有限公司,银行承兑汇票,表外,2025-03-04,2025-09-04,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,,,,0E-20,310016785628
PJ20250314000004,2023090600000006,上海丽沧国际贸易有限公司,银行承兑汇票,表外,2025-03-14,2025-09-14,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,,,,0E-20,310016785628
2024120600000019,2021081900000275,陕西汇瀚贸易有限公司,反向保理,表内,2024-12-06,2025-12-01,6.5,117172.72,117172.72,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,,2025-12-01,供应链金融部,,0E-20,320010366676
2024082700000032,2017102300000004,上海宝合实业股份公司,反向保理,表内,2024-08-27,2026-02-18,6.5,116991.09,116991.09,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,2025-08-18,供应链金融部,,0E-20,200000924521
2024082000000018,2017102300000004,上海宝合实业股份公司,反向保理,表内,2024-08-20,2026-02-11,6.5,109370.33,109370.33,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,2025-08-11,供应链金融部,,0E-20,200000924521
2025061600000033,2017110100000020,甘肃广丰源物资有限责任公司,反向保理,表内,2025-06-16,2026-06-11,6,106385.49,106385.49,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市,,2026-06-11,供应链金融部,,0E-20,200000933948
2024093000000067,2021042100000406,广东拓冠供应链管理有限公司,反向保理,表内,2024-09-30,2025-09-25,6.5,41975.31,41975.31,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,,2025-09-25,供应链金融部,,0E-20,320008172812
2025030500000012,2021081900000275,陕西汇瀚贸易有限公司,反向保理,表内,2025-03-05,2026-02-27,6,122769.44,122769.44,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,,2026-02-27,供应链金融部,,0E-20,320010366676
2024110700000011,2021102700000093,山西佳瑞达商贸有限公司,反向保理,表内,2024-11-07,2025-11-02,6.5,125507.7,125507.7,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山西省太原市尖草坪区,山西省太原市尖草坪区,山西省太原市尖草坪区,山西省太原市尖草坪区,,2025-11-02,供应链金融部,,0E-20,320012057049
2025041400000016,2017110100000020,甘肃广丰源物资有限责任公司,反向保理,表内,2025-04-14,2026-04-09,6,163730.22,163730.22,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市,,2026-04-09,供应链金融部,,0E-20,200000933948
2025052900000027,2017110100000020,甘肃广丰源物资有限责任公司,反向保理,表内,2025-05-29,2026-05-22,6,114028.31,114028.31,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市,,2026-05-22,供应链金融部,,0E-20,200000933948
2024080100000028,2018052200000007,陕西滋华贸易有限责任公司,反向保理,表内,2024-08-01,2026-01-26,6.5,235677.06,235677.06,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,,2025-07-26,供应链金融部,,0E-20,200001563280
2024081300000010,2018052200000007,陕西滋华贸易有限责任公司,反向保理,表内,2024-08-13,2026-02-07,6.5,110923.87,110923.87,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,,2025-08-07,供应链金融部,,0E-20,200001563280
2024080600000011,2018052200000007,陕西滋华贸易有限责任公司,反向保理,表内,2024-08-06,2026-01-31,6.5,114542.03,114542.03,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,,2025-07-31,供应链金融部,,0E-20,200001563280
2024081300000009,2018052200000007,陕西滋华贸易有限责任公司,反向保理,表内,2024-08-13,2026-02-07,6.5,115492.67,115492.67,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,,2025-08-07,供应链金融部,,0E-20,200001563280
2024080600000037,2018052200000007,陕西滋华贸易有限责任公司,反向保理,表内,2024-08-06,2026-02-01,6.5,233612.37,233612.37,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,,2025-08-01,供应链金融部,,0E-20,200001563280
2024073000000006,2018052200000007,陕西滋华贸易有限责任公司,反向保理,表内,2024-07-30,2026-01-24,6.5,107986.13,107986.13,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,陕西省渭南市韩城市,,2025-07-24,供应链金融部,,0E-20,200001563280
2025032700000016,2018070200000009,甘肃恒丰物华供应链管理有限公司,反向保理,表内,2025-03-27,2026-03-21,6,294276.72,294276.72,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市,,2026-03-21,供应链金融部,,0E-20,200001919269
2025062700000019,2018070200000009,甘肃恒丰物华供应链管理有限公司,反向保理,表内,2025-06-27,2026-06-21,6,118343.14,118343.14,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市,,2026-06-21,供应链金融部,,0E-20,200001919269
2025011000000001,2018080300000010,安阳嘉合兴钢铁贸易有限公司,反向保理,表内,2025-01-10,2026-01-04,6.5,122028.5,122028.5,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省安阳市殷都区,河南省安阳市殷都区,河南省安阳市殷都区,河南省安阳市,,2026-01-04,供应链金融部,,0E-20,200002111904
2025041400000020,2018100800000005,西安为而不争供应链有限公司,反向保理,表内,2025-04-14,2026-04-09,6,122873.44,122873.44,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市,,2026-04-09,供应链金融部,,0E-20,200002023159
2024120500000016,2021081900000275,陕西汇瀚贸易有限公司,反向保理,表内,2024-12-05,2025-11-29,6.5,205407.8,205407.8,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,,2025-11-29,供应链金融部,,0E-20,320010366676
PJ20231107000737,2021090300000983,上海茴阁贸易有限公司,银行承兑汇票,表外,2023-11-07,2024-05-07,100,20000,20000,,票据,0,1-正常,徐淑颖,,,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,,,2024-05-07,0E-20,310010972214
2025071000000022,2021111800000464,盐城市瑞龙塑业有限公司,反向保理,表内,2025-07-10,2026-07-10,5,1909632,1909632,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省盐城市建湖县,江苏省盐城市建湖县,江苏省盐城市建湖县,江苏省盐城市建湖县,,2026-07-10,公司业务三部,,0E-20,320012473821
2024100800000005,2018032100000037,河南济源钢铁（集团）洛阳销售有限公司,反向保理,表内,2024-10-08,2025-09-25,6.5,244215.58,244215.58,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省洛阳市西工区,河南省洛阳市西工区,河南省洛阳市西工区,河南省洛阳市,,2025-09-25,供应链金融部,,0E-20,200001063389
2025031200000026,2018070200000009,甘肃恒丰物华供应链管理有限公司,反向保理,表内,2025-03-12,2026-03-07,6,318009.76,318009.76,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市,,2026-03-07,供应链金融部,,0E-20,200001919269
2025031100000006,2018121900000002,西安巨万金属材料有限公司,反向保理,表内,2025-03-11,2026-03-06,6,118441.65,118441.65,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-03-06,供应链金融部,,0E-20,200002119362
2024110700000007,2018110700000002,河北秦合重科金属科技有限公司,反向保理,表内,2024-11-07,2025-11-02,6.5,36510.14,36510.14,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河北省邯郸市,河北省邯郸市,河北省邯郸市武安市,河北省邯郸市,,2025-11-02,供应链金融部,,0E-20,200002059525
2024080200000020,2019030100000068,上海壹增建材有限公司,反向保理,表内,2024-08-02,2026-01-28,6.5,117092.11,117092.11,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市奉贤区,上海市奉贤区,上海市奉贤区,上海市奉贤区,,2025-07-28,供应链金融部,,0E-20,200002279422
2024071500000029,2019030100000068,上海壹增建材有限公司,反向保理,表内,2024-07-15,2026-01-10,6.5,225379.05,225379.05,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市奉贤区,上海市奉贤区,上海市奉贤区,上海市奉贤区,,2025-07-10,供应链金融部,,0E-20,200002279422
2025022800000008,2021081900000275,陕西汇瀚贸易有限公司,反向保理,表内,2025-02-28,2026-02-23,6,85556.88,85556.88,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,,2026-02-23,供应链金融部,,0E-20,320010366676
2025061000000023,2022101200000003,上海凡川物资贸易有限公司,普通流动资金贷款,表内,2025-06-10,2025-09-08,6.6,873520,703820,,一般贷款,0,1-正常,曲鑫（客户经理）,现货业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-09-08,公司业务三部,,169700.000000000000,310014541726
2024080600000025,2023050500000007,江苏运本金属制品有限公司,反向保理,表内,2024-08-06,2026-02-01,6.5,110908.16,110908.16,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2025-08-01,供应链金融部,,0E-20,320015577996
2024081300000018,2023050500000007,江苏运本金属制品有限公司,反向保理,表内,2024-08-13,2026-02-07,6.5,102063.68,102063.68,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2025-08-07,供应链金融部,,0E-20,320015577996
2024092900000093,2023050900000011,日照优倍贸易有限公司,反向保理,表内,2024-09-29,2025-09-22,6.5,107167.5,107167.5,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2025-09-22,供应链金融部,,0E-20,320013983474
2024081200000029,2023060600000006,四川强顺鑫旺贸易有限公司,反向保理,表内,2024-08-12,2026-02-07,6.5,147994.96,147994.96,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,,2025-08-07,供应链金融部,,0E-20,320015737629
2024081300000039,2019030100000068,上海壹增建材有限公司,反向保理,表内,2024-08-13,2026-02-03,6.5,111478,111478,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市奉贤区,上海市奉贤区,上海市奉贤区,上海市奉贤区,,2025-08-03,供应链金融部,,0E-20,200002279422
2024090600000019,2019071200000105,四川金瑞鑫钢铁物资有限公司,反向保理,表内,2024-09-06,2026-02-28,6.5,215477.1,215477.1,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市,,2025-08-31,供应链金融部,,0E-20,200002526193
2024071900000021,2019071200000105,四川金瑞鑫钢铁物资有限公司,反向保理,表内,2024-07-19,2026-01-13,6.5,125839.31,125839.31,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市,,2025-07-13,供应链金融部,,0E-20,200002526193
2025031900000011,2019052800000070,陕西西联物资有限公司,反向保理,表内,2025-03-19,2026-03-13,6,302993.14,302993.14,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-03-13,供应链金融部,,0E-20,200002468660
2024073000000041,2019071200000105,四川金瑞鑫钢铁物资有限公司,反向保理,表内,2024-07-30,2026-01-25,6.5,94300.7,94300.7,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市,,2025-07-25,供应链金融部,,0E-20,200002526193
2024090600000021,2019071200000105,四川金瑞鑫钢铁物资有限公司,反向保理,表内,2024-09-06,2026-03-01,6.5,111133.83,111133.83,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市,,2025-09-01,供应链金融部,,0E-20,200002526193
2024100800000021,2021102700000093,山西佳瑞达商贸有限公司,反向保理,表内,2024-10-08,2025-10-03,6.5,127218.36,127218.36,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山西省太原市尖草坪区,山西省太原市尖草坪区,山西省太原市尖草坪区,山西省太原市尖草坪区,,2025-10-03,供应链金融部,,0E-20,320012057049
2025052600000024,2023021400000001,江苏欧廷高分子材料有限公司,反向保理,表内,2025-05-26,2026-05-26,5,263348.47,263348.47,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省宿迁市泗阳县,江苏省宿迁市泗阳县,江苏省宿迁市泗阳县,江苏省宿迁市泗洪县,,2026-05-26,公司业务三部,,0E-20,320015321044
2025071100000029,2023021400000001,江苏欧廷高分子材料有限公司,反向保理,表内,2025-07-11,2026-07-11,5,360585.36,360585.36,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省宿迁市泗阳县,江苏省宿迁市泗阳县,江苏省宿迁市泗阳县,江苏省宿迁市泗洪县,,2026-07-11,公司业务三部,,0E-20,320015321044
2024122000000016,2023041100000010,浙江联飞光纤光缆有限公司,反向保理,表内,2024-12-20,2025-12-20,5,4803656.56,4803656.56,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,浙江省杭州市临安区,浙江省杭州市临安区,浙江省杭州市临安区,浙江省杭州市临安区,,2025-12-20,公司业务三部,,0E-20,320015607786
2024080600000020,2023050500000007,江苏运本金属制品有限公司,反向保理,表内,2024-08-06,2026-02-01,6.5,110908.16,110908.16,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2025-08-01,供应链金融部,,0E-20,320015577996
2024081300000022,2023050500000007,江苏运本金属制品有限公司,反向保理,表内,2024-08-13,2026-02-07,6.5,141952.42,141952.42,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2025-08-07,供应链金融部,,0E-20,320015577996
2024090400000016,2023050500000007,江苏运本金属制品有限公司,反向保理,表内,2024-09-04,2026-02-28,6.5,113963.4,113963.4,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2025-08-28,供应链金融部,,0E-20,320015577996
2024082200000032,2023050500000007,江苏运本金属制品有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,29634.46,29634.46,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,江苏省无锡市江阴市,,2025-08-17,供应链金融部,,0E-20,320015577996
2024081500000011,2023060600000006,四川强顺鑫旺贸易有限公司,反向保理,表内,2024-08-15,2026-02-10,6.5,115174.14,115174.14,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,,2025-08-10,供应链金融部,,0E-20,320015737629
2024070900000019,2023060600000006,四川强顺鑫旺贸易有限公司,反向保理,表内,2024-07-09,2026-01-04,6.5,464024.8,464024.8,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,,2025-07-04,供应链金融部,,0E-20,320015737629
2024080600000027,2023060600000006,四川强顺鑫旺贸易有限公司,反向保理,表内,2024-08-06,2026-02-01,6.5,82697.08,82697.08,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,,2025-08-01,供应链金融部,,0E-20,320015737629
